iter	Logloss
136	0.08963410295
137	0.08896279688
138	0.08825009368
139	0.08770841474
140	0.08702944701
141	0.08633692219
142	0.08567590693
143	0.08492558098
144	0.08434545666
145	0.08375110586
146	0.0830762351
147	0.08243910808
148	0.08186279039
149	0.08127906912
150	0.0806822182
151	0.08008427045
152	0.07960532836
153	0.07905538289
154	0.07863434677
155	0.07811301556
156	0.07752208427
157	0.07686953716
158	0.07640554739
159	0.07596021172
160	0.07547656779
161	0.07498752844
162	0.07445926142
163	0.07391449362
164	0.07336541916
165	0.07281315906
166	0.07237278331
167	0.07196133636
168	0.07156772089
169	0.07111728015
170	0.07060189277
171	0.07019641384
172	0.06983651772
173	0.06938085899
174	0.06898159003
175	0.06852186659
176	0.06814521967
177	0.06777732317
178	0.06740423287
179	0.06705524049
180	0.06667536762
181	0.06629040176
182	0.06575157778
183	0.06540229507
184	0.06501833732
185	0.06460967276
186	0.06420254052
187	0.06379635994
188	0.06337201721
189	0.063035348
190	0.06259389156
191	0.06219694529
192	0.06183670238
193	0.06152230841
194	0.06113576183
195	0.06082589228
196	0.06046903663
197	0.060084224
198	0.05976994295
199	0.05937382736
200	0.0590442472
201	0.05874395875
202	0.05844740434
203	0.05812291313
204	0.05780334553
205	0.05746883771
206	0.05719933298
207	0.05689641537
208	0.05654595921
209	0.05624998952
210	0.05594697513
211	0.05566494561
212	0.05531315874
213	0.05499960353
214	0.05473276021
215	0.0545150402
216	0.05420301329
217	0.05395731613
218	0.05366101577
219	0.05336113057
220	0.05302768731
221	0.0527004621
222	0.05251923575
223	0.05218480052
224	0.05194024858
225	0.05164910976
226	0.05135226905
227	0.05111320931
228	0.0508899971
229	0.0506637041
230	0.05044863743
231	0.05025482178
232	0.05005223958
233	0.04979237643
234	0.0495125204
235	0.04925861318
236	0.04899053594
237	0.04876815038
238	0.04851903774
239	0.04826302559
240	0.04802604659
241	0.04783826348
242	0.04760513951
243	0.04746208433
244	0.04724191258
245	0.04699234428
246	0.04675997841
247	0.04651753948
248	0.04628552846
249	0.0461121291
250	0.04587204109
251	0.04565454285
252	0.04542459645
253	0.04520905799
254	0.04498321662
255	0.04475354443
256	0.04448176942
257	0.04427828799
258	0.04404703507
259	0.04385461061
260	0.04365181469
261	0.04344193376
262	0.04325177957
263	0.04305417341
264	0.04288212492
265	0.04267503444
266	0.04248351728
267	0.04225817594
268	0.04206259407
269	0.0418682542
270	0.04164193297
271	0.04145166183
272	0.04124645048
273	0.04108293062
274	0.04091772922
275	0.04076871005
276	0.04058099146
277	0.04039586977
278	0.04018254512
279	0.04001292416
280	0.0398343431
281	0.03965028597
282	0.03944872398
283	0.03928614772
284	0.03911152652
285	0.03900132371
286	0.03879861247
287	0.03860734936
288	0.03840338806
289	0.03824454584
290	0.03807234815
291	0.03791026787
292	0.03774312687
293	0.03757109047
294	0.03740463902
295	0.0372486921
296	0.03711816171
297	0.03693877012
298	0.03679936028
299	0.03667062836
300	0.03654704185
301	0.03637801769
302	0.0362134131
303	0.03604548981
304	0.03585971889
305	0.03573802763
306	0.03560887633
307	0.03542417804
308	0.03527388865
309	0.03514660438
310	0.03502504216
311	0.03485638899
312	0.03471483388
313	0.03457180693
314	0.03442750169
315	0.03431842393
316	0.03418537325
317	0.03404807641
318	0.03391043278
319	0.03375159459
320	0.03361028143
321	0.03346007672
322	0.03336845543
323	0.03321362953
324	0.03307927638
325	0.03296699685
326	0.03283403489
327	0.03272601767
328	0.03261024604
329	0.03248543971
330	0.03235654649
331	0.03224620456
332	0.03213815306
333	0.03200229379
334	0.03187951376
335	0.0317671052
336	0.03164623454
337	0.03154690523
338	0.03144465239
339	0.03130922055
340	0.03113613774
341	0.03102556394
342	0.03089924544
343	0.03077708642
344	0.0306570787
345	0.03053057673
346	0.03038481174
347	0.0302775385
348	0.0301764712
349	0.03008557979
350	0.02997789524
351	0.02987071072
352	0.02972697405
353	0.02962249933
354	0.02950383644
355	0.02942028812
356	0.02931700499
357	0.02921872008
358	0.02912610479
359	0.02906769476
360	0.02897650495
361	0.02885875339
362	0.02875849863
363	0.02866910729
364	0.02855794072
365	0.02846177889
366	0.0283992598
367	0.02829999904
368	0.02818381005
369	0.02806612301
370	0.02795323055
371	0.02786235124
372	0.02777033679
373	0.0276952808
374	0.02757695865
375	0.02747578853
376	0.02737617291
377	0.02730815557
378	0.02721888117
379	0.02712456419
380	0.02705089134
381	0.02695250763
382	0.02685498486
383	0.02676229295
384	0.02665808438
385	0.02656000714
386	0.02647861416
387	0.02640188673
388	0.02633084102
389	0.02623657646
390	0.02613395465
391	0.02608053276
392	0.02597193083
393	0.02591336958
394	0.02582270398
395	0.02573656683
396	0.02566923904
397	0.02560496179
398	0.02553033526
399	0.02545699509
400	0.02536636175
401	0.02525870745
402	0.02518875049
403	0.02512155577
404	0.02503225718
405	0.02494404129
406	0.02486599122
407	0.02480077441
408	0.02471151009
409	0.02462095337
410	0.0245296446
411	0.02446723841
412	0.0243850833
413	0.02429947843
414	0.02423331601
415	0.02413395646
416	0.02406025134
417	0.02401479757
418	0.02397924347
419	0.02387426671
420	0.02378278656
421	0.02369866966
422	0.023625642
423	0.02356406246
424	0.02347218713
425	0.02335844786
426	0.02327619799
427	0.02320861816
428	0.02312216245
429	0.02306543193
430	0.02300308824
431	0.02294757956
432	0.0228772859
433	0.02279000756
434	0.02272082484
435	0.02263927661
436	0.0225728541
437	0.02249812677
438	0.02243101269
439	0.02239047246
440	0.02230075247
441	0.02223062818
442	0.02217346417
443	0.02210082363
444	0.02202435629
445	0.02196998274
446	0.02189868701
447	0.02183017166
448	0.02177511461
449	0.02171078898
450	0.02162918228
451	0.02156024957
452	0.02148935508
453	0.02142632789
454	0.02135362686
455	0.02130018883
456	0.02122945967
457	0.02117417075
458	0.0211023246
459	0.02103750499
460	0.02097404432
461	0.02092404194
462	0.02086588595
463	0.02079935054
464	0.02074335998
465	0.02064767801
466	0.02057971511
467	0.02052055907
468	0.02044971902
469	0.02040501125
470	0.0203644065
471	0.02030086316
472	0.02024213053
473	0.02017592174
474	0.02012067517
475	0.02006133162
476	0.02000177234
477	0.01993603535
478	0.01986984874
479	0.01980245643
480	0.0197457622
481	0.0196928605
482	0.01963858776
483	0.01958547233
484	0.01952005592
485	0.01946272255
486	0.01941314359
487	0.01936895197
488	0.01932812342
489	0.01926909239
490	0.01920225454
491	0.01915015126
492	0.01909969725
493	0.01904643262
494	0.01898692173
495	0.01894381485
496	0.01890748248
497	0.01884723365
498	0.01879767484
499	0.01873031681
500	0.01868186693
501	0.01862763451
502	0.01857473281
503	0.0185257325
504	0.01846883463
505	0.01842068114
506	0.01835729708
507	0.0182961974
508	0.01824505183
509	0.01820169695
510	0.01814030895
511	0.01810154905
512	0.0180376448
513	0.01798824528
514	0.01794788651
515	0.01789946889
516	0.01785954562
517	0.01779656481
518	0.0177501493
519	0.01769242075
520	0.01763518013
521	0.01757950208
522	0.01753204217
523	0.01748956434
524	0.01745460301
525	0.01740274974
526	0.01735016055
527	0.01731473548
528	0.01725946068
529	0.01721038576
530	0.01715501822
531	0.01710260242
532	0.01706367315
533	0.01702352608
534	0.01697452981
535	0.01693346536
536	0.01687998399
537	0.01681711104
538	0.01677485904
539	0.01674901607
540	0.0167090051
541	0.01667369597
542	0.01661949077
543	0.01657475074
544	0.01653086358
545	0.01649052094
546	0.01644420825
547	0.01640171733
548	0.0163824896
549	0.01634424181
550	0.01630916757
551	0.01626808699
552	0.01622681285
553	0.01618162421
554	0.01613982283
555	0.01609116427
556	0.01603780186
557	0.01599722534
558	0.01595440677
559	0.01592959511
560	0.01590327934
561	0.01584482495
562	0.01581125481
563	0.0157703194
564	0.01573091632
565	0.01568813707
566	0.01564959593
567	0.01561543604
568	0.01557621442
569	0.01553282425
570	0.01549050369
571	0.0154562682
572	0.01541108762
573	0.01537782395
574	0.0153582333
575	0.0153214624
576	0.0152747626
577	0.01523744934
578	0.01520479658
579	0.0151631071
580	0.01512821935
581	0.0150868192
582	0.01504492709
583	0.01501786432
584	0.01497937559
585	0.01494566936
586	0.01490217334
587	0.0148740964
588	0.01483798077
589	0.01480829186
590	0.01477665125
591	0.01473767964
592	0.01469248092
593	0.01465453557
594	0.01462301291
595	0.01459806918
596	0.01455434231
597	0.01452212404
598	0.01448289335
599	0.01445095131
600	0.01441704849
601	0.01438463263
602	0.01434298852
603	0.01431493981
604	0.01427585529
605	0.01424273981
606	0.01421321925
607	0.01417440088
608	0.01414649028
609	0.01410965083
610	0.01407324285
611	0.01405257654
612	0.01402036534
613	0.01398808558
614	0.01394683362
615	0.01391972951
616	0.01389110517
617	0.01385190472
618	0.01381226977
619	0.01378754582
620	0.01374938473
621	0.01371393345
622	0.01368450665
623	0.01365842073
624	0.01362488285
625	0.01359380577
626	0.01356134757
627	0.01353097819
628	0.01349774677
629	0.01346253845
630	0.01343499278
631	0.013403456
632	0.01337234969
633	0.01334062943
634	0.01331045461
635	0.01327849543
636	0.01324536483
637	0.013208976
638	0.01318361593
639	0.01314633593
640	0.01312157568
641	0.01309478913
642	0.01306523329
643	0.01304286731
644	0.01301353124
645	0.01298393608
646	0.01295721506
647	0.01292758563
648	0.01288824303
649	0.01286384974
650	0.01283936773
651	0.01281383627
652	0.0127879792
653	0.01276360707
654	0.01273533859
655	0.01270989384
656	0.01269539315
657	0.01266786765
658	0.01263854166
659	0.01260586874
660	0.01258660673
661	0.01255572825
662	0.01254678932
663	0.01251954811
664	0.0124950419
665	0.01246971913
666	0.01243555621
667	0.0124101659
668	0.01238195085
669	0.01235723092
670	0.01233321164
671	0.01230369108
672	0.01227177828
673	0.01224665612
674	0.01221420296
675	0.01218082537
676	0.0121471897
677	0.01211862483
678	0.01209045213
679	0.01206426641
680	0.01204200224
681	0.01201097557
682	0.01198244296
683	0.01195763937
684	0.01193267548
685	0.01190941934
686	0.0118849091
687	0.01185205068
688	0.01182189401
689	0.01179255592
690	0.01175880231
691	0.01173545241
692	0.01170605585
693	0.01167969371
694	0.01164950074
695	0.01162686358
696	0.01159783095
697	0.01156783154
698	0.01154649384
699	0.01152441113
700	0.01150146851
701	0.01146948312
702	0.01144004725
703	0.01142003017
704	0.01139379505
705	0.01136634819
706	0.01134351242
707	0.01132155775
708	0.01130331092
709	0.01127807787
710	0.01125151713
711	0.01123126516
712	0.01120641922
713	0.01118045327
714	0.01115803588
715	0.01114187886
716	0.01111430194
717	0.01109853003
718	0.01107441799
719	0.01104477949
720	0.01102776356
721	0.01100127642
722	0.01098113836
723	0.01096543197
724	0.01093647999
725	0.01091371077
726	0.01089287409
727	0.01087059783
728	0.01085128542
729	0.01082963722
730	0.01080741237
731	0.0107874084
732	0.01076256145
733	0.01074465536
734	0.01071784562
735	0.01069370536
736	0.01066674339
737	0.01064566981
738	0.01062938779
739	0.01061186075
740	0.01058920342
741	0.01057479447
742	0.010554604
743	0.01053580673
744	0.0105177837
745	0.01049967598
746	0.01048241408
747	0.01045917205
748	0.01043408013
749	0.01041104274
750	0.01039835263
751	0.01037797867
752	0.01035881244
753	0.01033105407
754	0.01031079806
755	0.0102946844
756	0.01027828039
757	0.01025567952
758	0.01024026951
759	0.01021129737
760	0.01018821966
761	0.01017178542
762	0.01014908272
763	0.0101202376
764	0.01010093729
765	0.01008192429
766	0.0100604394
767	0.01004592258
768	0.01002447096
769	0.01000624731
770	0.009980850946
771	0.00996198513
772	0.00994407299
773	0.00992522532
774	0.009903502515
775	0.009880202013
776	0.009862175956
777	0.009847139959
778	0.009827506971
779	0.009815855208
780	0.009793977153
781	0.009779199233
782	0.00976355837
783	0.009741539179
784	0.009722431417
785	0.009706516347
786	0.009688437867
787	0.009668611321
788	0.009648371448
789	0.009633769949
790	0.009618579711
791	0.00960417681
792	0.009588745633
793	0.009569171115
794	0.009549463526
795	0.009537670627
796	0.009522811051
797	0.009498674824
798	0.009482384736
799	0.009460481478
800	0.009442663092
801	0.009420667088
802	0.009400571376
803	0.009383172364
804	0.009363982945
805	0.009348784642
806	0.009331189049
807	0.009313504741
808	0.00929203598
809	0.009269272802
810	0.009248545003
811	0.009235499021
812	0.009217381225
813	0.009193897247
814	0.009179413697
815	0.009159750465
816	0.009145276995
817	0.0091305021
818	0.009110091857
819	0.009095458097
820	0.009083919243
821	0.009065968794
822	0.009053626474
823	0.009041327503
824	0.009026319734
825	0.009014776847
826	0.008994014772
827	0.008979609854
828	0.008966553791
829	0.008954074368
830	0.008938895219
831	0.008916338705
832	0.008898122114
833	0.008886540919
834	0.00887483875
835	0.008858041582
836	0.008845365577
837	0.0088304314
838	0.008811636153
839	0.008799911805
840	0.008790384135
841	0.00877307787
842	0.008753136399
843	0.008739628701
844	0.008725868975
845	0.00870355844
846	0.00868665542
847	0.008668205955
848	0.008658550254
849	0.008644030412
850	0.008633524873
851	0.008613548118
852	0.008599511161
853	0.008583413622
854	0.008566679965
855	0.008550707432
856	0.008536498088
857	0.008518912575
858	0.008506261773
859	0.00849054026
860	0.008472333751
861	0.008461276774
862	0.008443554662
863	0.008427252981
864	0.008412042582
865	0.008400174074
866	0.008385181427
867	0.008366590827
868	0.008352246395
869	0.008338234641
870	0.008319382436
871	0.008300261568
872	0.008285160549
873	0.00827189631
874	0.008256193447
875	0.008241272376
876	0.008231310209
877	0.00822053752
878	0.008207723908
879	0.008191912169
880	0.008180528564
881	0.008166918039
882	0.008151345727
883	0.00813937036
884	0.008128387983
885	0.008117828006
886	0.008102978007
887	0.008089804498
888	0.008081935173
889	0.00806635782
890	0.008053031583
891	0.008041474582
892	0.008028447754
893	0.008018899418
894	0.008003412291
895	0.007993326631
896	0.007984661905
897	0.007973831753
898	0.007966155482
899	0.007953806105
900	0.007943568724
901	0.007928126458
902	0.00790984686
903	0.007893743777
904	0.00788383504
905	0.007867222861
906	0.00785577272
907	0.007839493217
908	0.007822922874
909	0.007808793171
910	0.00779504151
911	0.007784105507
912	0.0077711684
913	0.007756672752
914	0.007744645468
915	0.007732521908
916	0.007722570327
917	0.007709122107
918	0.007692551764
919	0.007675267677
920	0.0076666836
921	0.007651854267
922	0.007640799307
923	0.007630888554
924	0.007615389834
925	0.007601111938
926	0.007590959238
927	0.007582208319
928	0.007566899628
929	0.007557864925
930	0.007547113911
931	0.007532753854
932	0.007517798506
933	0.007509261307
934	0.007503863369
935	0.00749099179
936	0.007477898426
937	0.00747199492
938	0.007458219064
939	0.007445356559
940	0.007435293077
941	0.00742357125
942	0.007413939744
943	0.007403601048
944	0.00739094218
945	0.007380660946
946	0.007368669449
947	0.007359967423
948	0.007349454323
949	0.007338509247
950	0.007327982538
951	0.00731593257
952	0.007300883973
953	0.007288740251
954	0.007276703893
955	0.007265097495
956	0.007253737581
957	0.007241441634
958	0.007229646215
959	0.00721928534
960	0.007204611256
961	0.007189582317
962	0.00718084299
963	0.00716900271
964	0.007159464959
965	0.007150085481
966	0.007139252306
967	0.007130602702
968	0.007117393405
969	0.007107326395
970	0.007094603008
971	0.007083348946
972	0.007076189331
973	0.007067646083
974	0.007060345837
975	0.007047368911
976	0.007035946493
977	0.00702422265
978	0.007014595177
979	0.007005719251
980	0.0069951376
981	0.006982772093
982	0.006972647621
983	0.006960023029
984	0.006949378875
985	0.006938875856
986	0.006925150406
987	0.00691428497
988	0.0069044342
989	0.006896309318
990	0.006887011498
991	0.006878461697
992	0.006870152834
993	0.006862747745
994	0.006848001077
995	0.006842038092
996	0.006834042249
997	0.006823793274
998	0.006810242732
999	0.006799357134
